venue_id,organizer_id,venue_name,venue_type,address,city,state,pincode,capacity,seating_plan,status,created_at
VEN-2026-000026,ORG-2026-000005,"LiveWave Music Arena",CONCERT_HALL,"Indiranagar Main Road",Bengaluru,Karnataka,560038,6000,"{"vip": 500, "general": 3800, "premium": 1700}",ACTIVE,"2026-09-08 12:49:00"
VEN-2026-000027,ORG-2026-000007,"PrimeStage Open Arena",EVENT_HALL,"Worli Main Road",Mumbai,Maharashtra,400018,6500,"{"vip": 500, "general": 4200, "premium": 1800}",ACTIVE,"2026-09-08 12:49:00"
VEN-2026-000028,ORG-2026-000008,"Urban Fest Convention Centre",EVENT_HALL,"Shivajinagar Main Road",Pune,Maharashtra,411005,2500,"{"vip": 200, "general": 1500, "premium": 800}",ACTIVE,"2026-09-08 12:49:00"
VEN-2026-000029,ORG-2026-000001,"Skyline Premium Theatre",AUDITORIUM,"Jubilee Hills Main Road",Hyderabad,Telangana,500033,700,"{"vip": 80, "premium": 220, "regular": 400}",ACTIVE,"2026-09-08 12:49:00"
VEN-2026-000030,ORG-2026-000002,"DreamScreen Premium Cinema",CINEMA,"Kukatpally Main Road",Hyderabad,Telangana,500072,350,"{"vip": 40, "premium": 100, "regular": 210}",ACTIVE,"2026-09-08 12:49:00"
VEN-2026-000031,ORG-2026-000003,"Starline Concert Hall",CONCERT_HALL,"Hitech City Main Road",Hyderabad,Telangana,500081,4500,"{"vip": 400, "general": 2800, "premium": 1300}",ACTIVE,"2026-09-08 12:49:00"
VEN-2026-000032,ORG-2026-000004,"Royal Sports Arena",STADIUM,"Warangal Stadium Road",Warangal,Telangana,506001,15000,"{"vip": 1500, "general": 9000, "premium": 4500}",ACTIVE,"2026-09-08 12:49:00"
VEN-2026-000033,ORG-2026-000005,"LiveWave Exhibition Ground",EVENT_HALL,"Yelahanka Main Road",Bengaluru,Karnataka,560064,9000,"{"vip": 600, "general": 6000, "premium": 2400}",ACTIVE,"2026-09-08 12:49:00"
VEN-2026-000034,ORG-2026-000007,"PrimeStage Grand Auditorium",AUDITORIUM,"Powai Main Road",Mumbai,Maharashtra,400076,1800,"{"vip": 200, "premium": 500, "regular": 1100}",ACTIVE,"2026-09-08 12:49:00"
VEN-2026-000035,ORG-2026-000008,"Urban Fest Music Hall",CONCERT_HALL,"Koregaon Park Road",Pune,Maharashtra,411001,3500,"{"vip": 300, "general": 2200, "premium": 1000}",ACTIVE,"2026-09-08 12:49:00"
VEN-2026-000036,ORG-2026-000001,"Skyline Family Cinema",CINEMA,"Banjara Hills Main Road",Hyderabad,Telangana,500034,320,"{"vip": 40, "premium": 80, "regular": 200}",ACTIVE,"2026-09-08 12:49:00"
VEN-2026-000037,ORG-2026-000002,"DreamScreen IMAX Hall",CINEMA,"Financial District Road",Hyderabad,Telangana,500032,450,"{"vip": 60, "premium": 140, "regular": 250}",ACTIVE,"2026-09-08 12:49:00"
VEN-2026-000038,ORG-2026-000003,"Starline Festival Ground",EVENT_HALL,"Gachibowli Main Road",Hyderabad,Telangana,500032,8000,"{"vip": 600, "general": 5200, "premium": 2200}",ACTIVE,"2026-09-08 12:49:00"
VEN-2026-000039,ORG-2026-000004,"Royal Championship Stadium",STADIUM,"Mohali Stadium Road",Mohali,Punjab,160062,26000,"{"vip": 3000, "general": 16000, "premium": 7000}",ACTIVE,"2026-09-08 12:49:00"
VEN-2026-000040,ORG-2026-000005,"LiveWave Mega Arena",CONCERT_HALL,"Electronic City Main Road",Bengaluru,Karnataka,560100,10000,"{"vip": 700, "general": 6500, "premium": 2800}",ACTIVE,"2026-09-08 12:49:00"
